original order,Case Number.1,Date,Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N/U),Species,Injury,Investigator or Source,href
6212.0,2017.09.03.b,03-Sep-2017,Set,2017.0,Não Provocado,south africa,Western Cape Province,Dyer Island,"Swimming, poaching abalone",M,,Sim,Desconhecido,FATAL,"All Africa, 10/11/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.03.b-Xelela.pdf
6211.0,2017.09.03.a,03-Sep-2017,Set,2017.0,Não Provocado,japan,Shizuoka Prefecture,Iwata City,Surfing,M,42,Não,Desconhecido,Injury to ankle & feet,"Japan Today, 9/4/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.03.a-Japan.pdf
6210.0,2017.09.02.c,02-Sep-2017,Set,2017.0,Não Provocado,usa,Florida,"Marathon, Monroe County",Swimming,M,,Não,Nurse shark,Lacerations to abdomen,NewsFlare,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.c-Maccarty.pdf
6209.0,2017.09.02.b,02-Sep-2017,Set,2017.0,Não Provocado,usa,Texas,"South Padre Island, Cameron County",Swimming,F,,Não,Desconhecido,Lacerations to foot,"Brownsville Herald, 9/5/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.b-SouthPadre.pdf
6208.0,2017.09.02.a,02-Sep-2017,Set,2017.0,Não Provocado,usa,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,Não,Desconhecido,Minor injury to right hand,"Click Orlando, 9/2/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.02.a-Elmore.pdf
6207.0,2017.08.29,29-Aug-2017,Ago,2017.0,Não Provocado,australia,Victoria,Cathedral Rock,Surfing,M,37,Não,"White shark, 3 m","No injury, board bitten","B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Brundler.pdf
6206.0,2017.08.27,27-Aug-2017,Ago,2017.0,Não Provocado,usa,Florida,Bathtub Beach ,Wading,F,3,Não,Desconhecido,Leg injured,"Sun Sentinel, 8/27/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Veatch.pdf
6205.0,2017.08.26.b,26-Aug-2017,Ago,2017.0,Desconhecido,spain,Castellón,Grao de Moncofa,Swimming,F,11,Desconhecido,Shark involvement questionable,Lacerations to left foot,"El Periodico Mediterraneo, 8/27/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.26.b-Spain.pdf
6204.0,2017.08.26.a,26-Aug-2017,Ago,2017.0,Não Provocado,new zealand,North Island,Off Tutukaka,Canoeing,M,,Não,Desconhecido,"No injury, shark bit canoe","C.Black, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.26.a-Kensington.pdf
6203.0,2017.08.23,23-Aug-2017,Ago,2017.0,Não Provocado,usa,Massachusetts,"Marconi Beach, Wellfleet, Barnstable County",SUP,M,69,Não,"White shark, 5' to 7'",Not injured by shark but board bitten,"Cape Cod Times, 8/23/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.23-Bigelow.pdf
6202.0,2017.08.18,18-Aug-2017,Ago,2017.0,Não Provocado,bahamas,,,Spearfishing,M,,Não,5' shark,Hand injured,"CBS12, 8/18/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.18-JupiterDiver.pdf
6201.0,2017.08.10,10-Aug-2017,Ago,2017.0,Não Provocado,usa,South Carolina,"Sea Pines Resort, Hilton Head Island, Beaufort County",Swimming,M,13,Não,Possibly a juvenile blacktip shark,Minor cuts to sole & toes of left foot,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.10-Suttle.pdf
6200.0,2017.08.05,05-Aug-2017,Ago,2017.0,Não Provocado,egypt,Red Sea Protectorate,Marsa Ghalib,Snorkeling,F,20,Não,"Oceanic whitetip shark, 1.8 to 2 m",Bite to right leg/hip,"Egyptian government, 8/5/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.05-Schachinger.pdf
6199.0,2017.08.03,03-Aug-2017,Ago,2017.0,Provocado,usa,Massachusetts,"Menauhant Beach, Falmouth,
Barnstable County",Fishing,M,34,Não,4' shark,Foot bitten by landed shark PROVOKED INCIDENT,"MassLive, 8/4/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.03-Massachusetts.pdf
6198.0,2017.08.01,01-Aug-2017,Ago,2017.0,Barco,usa,California,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",Kayaking / Fishing,M,,Não,"White shark, 10'","No injury, bow of kayak bitten","R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.01-Conroy.pdf
6197.0,2017.07.31,31-Jul-2017,Jul,2017.0,Não Provocado,usa,Florida,"Jacksonvlle, Duval County",Skimboarding,M,15,Não,Desconhecido,Lacerations to lower leg,"K. McMurray, Tracking Sharks",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.31.pdf
6196.0,2017.07.29.c,29-Jul-2017,Jul,2017.0,Desconhecido,usa,South Carolina,"Hilton Head Island, Beaufort County",Swimming,M,10,Desconhecido,A small shark,Abrasions and cuts to sole of foot,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.29.c-Simatacolos.pdf
6195.0,2017.07.29.a,29-Jul-2017,Jul,2017.0,Não Provocado,usa,South Carolina,"DeBordieu Colony, Georgetown County",Desconhecido,F,12,Não,Desconhecido,Bite to left thigh / minor injury,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.29.a-Georgetown.pdf
6194.0,2017.07.27,27-Jul-2017,Jul,2017.0,Não Provocado,bahamas,New Providence District,Rose Island,Snorkeling,F,,Não,Desconhecido,Foot & ankle injured,"R. Rolle, Tribune 242,  7/28/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.27-Bahamas.pdf
6193.0,2017.07.26.R,Reported 26-Jul-2017,Jul,2017.0,Não Provocado,bahamas,40 miles off Grand Bahama Island,,Spearfishing,M,,Não,Desconhecido,Severe lacerations to left hand,"RevistaJaraysedal.es, 7/26/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.26.R-Massey.pdf
6192.0,2017.07.24,24-Jul-2017,Jul,2017.0,Não Provocado,"st helena, british overseas territory",Ascension Island,English Bay,Surfing,M,37,Não,Desconhecido,Torso bitten,"Telegraph UK, 7/28/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.24-Matsu.pdf
6191.0,2017.07.23.b,23-Jul-2017,Jul,2017.0,Não Provocado,usa,New Jersey,Ventnor,Desconhecido,F,,Não,Sandtiger shark  2',Minor injury to hand,A. Smith,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.23.b-Smith.pdf
6190.0,2017.07.23.a,23-Jul-2017,Jul,2017.0,Não Provocado,spain,Majorca,"Estanys Beach, Colonia de Sant",Swimming,F,,Não,Blue shark 6',Abrasion to arm from shark's rough skin,"Daily Record, 7/24/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.23.a-Majorca.pdf
6189.0,2017.07.22,22-Jul-2017,Jul,2017.0,Não Provocado,usa,Florida,"Snipes Point, Monroe County",Desconhecido,F,40,Não,"""A small shark""",Foot bitten,"NBC Miami, 7/23/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.22-Keys.pdf
6188.0,2017.07.20.c,20-Jul-2017,Jul,2017.0,Desconhecido,usa,South Carolina,"Hilton Head Island, Beaufort County",Swimming,F,8,Desconhecido,Shark involvement not confirmed,Foot injured,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.c-Rogier.pdf
6187.0,2017.07.20.b,20-Jul-2017,Jul,2017.0,Barco,usa,California,"Stearns Wharf, Santa Barbara",Kayaking,M,40,Não,"White shark, 11' to 13'","No injury, kayak bitten","R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.b-Jackson.pdf
6186.0,2017/07.20.a,20-Jul-2017,Jul,2017.0,Não Provocado,usa,California,"Seal Rock, Goleta Beach, Santa Barbara",SUP,M,50,Não,"White shark, 8' to 10'","No injury, shark bit paddleboard","R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.20.a-Geyling.pdf
6185.0,2017.07.14.b,14-Jul-2017,Jul,2017.0,Não Provocado,usa,Washington,"South Beach, Westport, Grays Harbor County",Surfing,M,,Não,"White shark, 9'",Pulled off board by shark but no injury,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.14.b-Washington.pdf
6184.0,2017.07.14.a,14-Jul-2017,Jul,2017.0,Não Provocado,australia,Western Australia,Floreat Beach,Surfing,M,,Não,Desconhecido,"Minor injury, grazed by shark",,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.14.a-Floreat.pdf
6183.0,2017.07.11,11-Jul-2017,Jul,2017.0,Barco,usa,California,"Santa Cruz, Santa Cruz County",Kayaking,M,,Não,White shark,"No injury, kayak bitten","R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.11-Lawson.pdf
6182.0,2017.07.09,09-Jul-2017,Jul,2017.0,Não Provocado,usa,Florida,"Haulover Beach, Miami-Dade County",Swimming,M,46,Não,"Bull shark, 4' to 5'",Lower legs bitten,"Miami-Beach Patch, 7/9/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.09-Lanza.pdf
6181.0,2017.07.07.R,Reported 07-Jul-2017,Jul,2017.0,Provocado,mexico,Tabasco,"Sánchez Magallanes, Cárdenas",Fishing,M,32,Não,"Tiger shark, 100 kg",Hand bitten by hooked shark PROVOKED INCIDENT,"Tabasco Hoy, 7/7/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.07.R-Rodriguez.pdf
6180.0,2017.07.07,07-Jul-2017,Jul,2017.0,Não Provocado,south africa,Eastern Cape Province,"Nahoon Reef, East London",Surfing,F,13,Não,"White shark, 2.5 m","No injury, shark bit surfboard","Dispatch Live, 7/7/2027",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.07-Stein.pdf
6179.0,2017.07.02,02-Jul-2017,Jul,2017.0,Desconhecido,comoros,Anjouan,Moya,Fishing,Desconhecido,,Desconhecido,Shark involvement prior to death not confirmed,"Skull found in shark, a probable drowning & scavenging","Linfo, 7/3/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.02-Comoros.pdf
6178.0,2017.06.29,29-Jun-2017,Jun,2017.0,Desconhecido,usa,South Carolina,Wrightsville Beach,Fishing,M,,Desconhecido,No shark invovlement ,"Arm injured by hook, not by a shark","C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.29-Wrightsville.pdf
6177.0,2017.06.21,21-Jun-2017,Jun,2017.0,Não Provocado,usa,South Carolina,"South Forest Beach, Hilton Head Island, Beaufort County",Swimming,F,16,Não,Desconhecido,Left foot bitten,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.21-Wallhauser.pdf
6176.0,2017.06.19,19-Jun-2017,Jun,2017.0,Não Provocado,usa,Florida,"Singer Island, Palm Beach County",Surfing,M,,Não,Desconhecido,1 to 2-inch laceration behind knee,"CBS12, 6/19/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.19-SingerIsland.pdf
6175.0,2017.06.18.b,18-Jun-2017,Jun,2017.0,Não Provocado,usa,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",Swimming,F,14,Não,"Bull shark, 4' to 5'",Leg bitten,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.18.b-Readnour.pdf
6174.0,2017.06.18.a,18-Jun-2017,Jun,2017.0,Não Provocado,reunion,,Roches Noire,Body boarding,M,34,Não,"Bull shark, 2m","No injury, shark bit surfboard ","Clincanoo, 6/19/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.18.a-Reunion.pdf
6173.0,2017.06.17,17-Jun-2017,Jun,2017.0,Não Provocado,spain,Ibiza Island,Playa den Bossa,Swimming,M,82,Não,Desconhecido,2-inch laceration to hand,"Diario de Ibiza, 6/17/'2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.17-Spain.pdf
6172.0,2017.06.05,2017.06.05,Jun,2017.0,Não Provocado,french polynesia,Marquesas,"Atuona Bay, Hiva Oa Island",Surfing,M,,Não,Desconhecido,Injuries to hand and wrist,"Tahiti Infos, 6/6/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.05-FrenchPolynesia.pdf
6171.0,2017.06.14.R,Reported 14-Jun-2017,Jun,2017.0,Não Provocado,bahamas,,,Feeding sharks,F,,Não,Desconhecido,Fingernail pulled off ,"AOL.UK, 6/14/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.14.R-Carly.pdf
6170.0,2017.06.11,11-Jun-2017,Jun,2017.0,Não Provocado,australia,Western Australia,"Point Casuarina, Bunbury",Body boarding,M,48,Não,"White shark, 4 m","No injury, board bitten","WA Today, 6/11/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.11-Goff.pdf
6169.0,2017.06.10.b,10-Jun-2017,Jun,2017.0,Não Provocado,australia,Victoria,"Flinders, Mornington Penisula",Surfing,F,,Não,Seven-gill shark,"No injury, knocked off board",Victoria Shark Reports,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.b-Flinders.pdf
6168.0,2017.06.10.a,10-Jun-2017,Jun,2017.0,Não Provocado,usa,Florida,"Ponce Inlet, Volusia County",Surfing,M,19,Não,Desconhecido,Laceration to left foot,"Daytona Beach News-Journal, 6/10/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.a-Brock.pdf
6167.0,2017.06.07.R,Reported 07-Jun-2017,Jun,2017.0,Não Provocado,united kingdom,South Devon,Bantham Beach,Surfing ,M,30,Não,"3m shark, probably a smooth hound","Bruise to leg, cuts to hand sustained when he hit the shark","C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.07.R-Thomson.pdf
6166.0,2017.06.04,04-Jun-2017,Jun,2017.0,Não Provocado,usa,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",Spearfishing,M,,Não,8' shark,Laceration to shin,"Nine News, 6/7/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.04-Simpson.pdf
6165.0,2017.06.02,02-Jun-2017,Jun,2017.0,Não Provocado,bahamas,New Providence ,Athol Island,Snorkeling,F,32,Não,Tiger shark,Right forearm severed ,"Tribune 242, 6/2/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.02-Johnson.pdf 
6164.0,2017.05.30,30-May-2017,Mai,2017.0,Provocado,usa,South Carolina,"Awendaw, Charleston County",Touching a shark,F,20,Não,3' shark,Right hand bitten by hooked shark PROVOKED INCIDENT,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.30-Higgins.pdf
6163.0,2017.05.28,28-May-2017,Mai,2017.0,Não Provocado,usa,Florida,Off Jupiter,Feeding sharks,M,,Não,Tiger shark,Lacerations to right arm,"M. Michaelson, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.28-Jordan.pdf
6162.0,2017.05.27,27-May-2017,Mai,2017.0,Desconhecido,australia,New South Wales,Evans Head,Fishing ,M,73,Não,Desconhecido,Abrasion to right forearm from pectoral fin of a shark that leapt into his boat,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.27-Selwood.pdf
6161.0,2017.05.12,12-May-2017,Mai,2017.0,Não Provocado,united arab emirates,"Sharjah, ",Khor Fakkan,Spearfishing,M,41,Não,Desconhecido,Right leg severely bitten,"Gulf News, 5/13/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.12-Beloushi.pdf
6160.0,2017.05.06.R,Reported 06-May-2017,Mai,2017.0,Provocado,australia,Queensland,Weipa,Attempting to lasso a shark,M,29,Não,9' shark,Thigh nipped PROVOKED INCIDENT,"The Sun, 5/6/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06.R-Neille.pdf
6159.0,2017.06.06,05-May-2017,Jun,2017.0,Não Provocado,mexico,Baja California Sur,"Los Arbolitos, Cabo Pulmo",Snorkeling,M,33,Sim,Desconhecido,FATAL,J. Rozada,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06-Rozada.pdf
6158.0,2017.05.03,03-May-2017,Mai,2017.0,Desconhecido,usa,California,"Sunset Beach, Orange County",Surfing,F,18,Desconhecido,Shark involvement highly doubtful,"Laceration to thigh, likely caused by surfboard fin","R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.03-Raab.pdf
6157.0,2017.04.29.d,29-Apr-2017,Abr,2017.0,Não Provocado,usa,California,"San Onofre, San Diego County ",Swimming,F,,Não,Desconhecido,Major injury to posterior thigh,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.d-Ericson.pdf
6156.0,2017.04.29.c,29-Apr-2017,Abr,2017.0,Não Provocado,south africa,Western Cape Province,"Keurbooms, Plettenberg Bay",Surfing,M,14,Não,Desconhecido,Minor injury to right calf,"J. de Villiars, News24, 4/29/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.c-Plett.pdf
6155.0,2017.04.29.b,29-Apr-2017,Abr,2017.0,Não Provocado,usa,South Carolina,"Folly Beach, Charleston County",Surfing,F,33,Não,Desconhecido,Left foot bitten,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.b-Dyar.pdf
6154.0,2017.04.29.a,29-Apr-2017,Abr,2017.0,Não Provocado,reunion,Saint-Leu,Pointe au Sal,Body boarding,M,28,Sim,Desconhecido,FATAL,"Clicanoo, 4/29/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.29.a-Dubosc.pdf
6153.0,2017.04.27,27-Apr-2017,Abr,2017.0,Não Provocado,new zealand,South Island,"Porpoise Bay, Catlins",Body boarding,F,20s,Não,Desconhecido,Puncture wounds & laceration above knee,"C.Black, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.27-NZ.pdf
6152.0,2017.04.26,26-Apr-2017,Abr,2017.0,Desconhecido,usa,Florida,,Photo shoot,F,,Desconhecido,No shark invovlement - it ws a publicity stunt,Alleged laceration to left ankle,"The Sun, 5/6/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.26-Cavelli.pdf
6151.0,2017.04.22,22-Apr-2017,Abr,2017.0,Não Provocado,"st helena, british overseas territory",Ascension Island,English Bay,Snorkeling,F,40,Não,Desconhecido,Calf & foot bitten,"Daily Mail, 4/25/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.22-Gonsalves.pdf
6150.0,2017.04.20,20-Apr-2017,Abr,2017.0,Desconhecido,usa,South Carolina,Georgetown County,Swimming,M,,Desconhecido,Shark involvement not confirmed,Laceration & puncture wounds to left foot,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.20-PawleysIsland.pdf
6149.0,2017.04.17.b,17-Apr-2017,Abr,2017.0,Não Provocado,usa,Florida,"Daytona Beach, Volusia County",Desconhecido,Desconhecido,,Não,Desconhecido,Minor bite to the foot,"Daytona Beach News-Journal, 4/17/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.17.b-Volusia.pdf
6148.0,2017.04.17.a,17-Apr-2017,Abr,2017.0,Não Provocado,australia,Western Australia,Kelpies near Wylie Bay,Surfing,F,17,Sim,White shark,FATAL,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.17.a Brouwer.pdf
6147.0,2017.04.14,14-Apr-2017,Abr,2017.0,Não Provocado,usa,Hawaii,"Kekaha Beach, Kauai",Surfing,M,28,Não,"Tiger shark, 12'",Lower right leg severely injured,"Hawaii News Now, 4/14/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.14-Baboo.pdf
6146.0,2017.04.13,13-Apr-2017,Abr,2017.0,Não Provocado,usa,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,M,17,Não,Desconhecido,Lacerations to right foot,"News4Jax, 4/14/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.13-Perry.pdf
6145.0,2017.04.12.b,12-Apr-2017,Abr,2017.0,Não Provocado,usa,Florida,St. Augustine,Surfing,F,,Não,Desconhecido,Lacerations to right foot,"The Surf Station, 4/13/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.12.b-Keyton.pdf
6144.0,2017.04.12.a,12-Apr-2017,Abr,2017.0,Desconhecido,south africa,KwaZulu-Natal,Protea Banks,Scuba Diving,M,68,Desconhecido,Shark involvement prior to death not confirmed,"Fatal, coroner unable to determine if the diver was alive or had drowned when incident took place.","E. Ritter, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.12.a-Mairhuber.pdf
6143.0,2017.04.11,11-Apr-2017,Abr,2017.0,Não Provocado,usa,Florida,"Ormond Beach, Volusia County",Surfing,F,35,Não,Desconhecido,Calf bitten,"WFTV, 4/11/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.11-Oosterveld.pdf 
6142.0,2017.04.10.b,10-Apr-2017,Abr,2017.0,Não Provocado,usa,Florida,"Melbourne Beach, Brevard County",Paddle boarding,F,10,Não,Desconhecido,Laceration to calf,"Brevard Times, 4/10/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.10.b-Melbourne.pdf
6141.0,2017.04.10.a,10-Apr-2017,Abr,2017.0,Não Provocado,usa,Florida,"Melbourne Beach, Brevard County",Swimming,F,21,Não,Desconhecido,Minor injury to left hand,"Brevard Times, 4/10/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.10.a-Orr.pdf
6140.0,2017.04.06,06-Apr-2017,Abr,2017.0,Não Provocado,usa,Florida,"Daytona, Volusia County",Swimming,M,16,Não,Desconhecido,Foot injured,"Bradenton Herald, 4/7/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.07-Stephens.pdf
6139.0,2017.04.05,05-Apr-2017,Abr,2017.0,Não Provocado,usa,Florida,"New Smyrna Beach, Volusia County",Swimming,F,51,Não,Desconhecido,"Thigh nipped, minor injury","AJC, 4/5/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.05-NSB.pdf
6138.0,2017.04.02.b,02-Apr-2017,Abr,2017.0,Não Provocado,australia,Queensland,Moreton Bay,Kakaying,M,39,Não,Desconhecido,"No injury, shark bit off stern of kayak","Philly.com, 4/3/2017",http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.02.b-Kleiden.pdf
